序号,报警代码(ErrorCode),报警ID(MessageID),分类(Category),中文报警信息(Message),英文报警信息(MessageEn/MessageIDHex),严重级别(Severity),排故指导(Solution),图片路径(ImagePath),所在文件
71,PROC_WS2F_MAT_001,50070,流程异常/物料,工位2上下料-物料错层翘起，禁止拉料,"WS2 Load: Wafer翘曲, pull blocked",2,1. 人工检查当前取料位置物料状态;\n2. 小心处理错层/翘起物料;\n3. 确认物料归位后复位，将重新检查该层;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
72,PROC_WS2F_MOT_003,50071,流程异常/运动,工位2上下料-Z轴运动超时,WS2 Load: Z-axis motion timeout,2,1. 检查Z轴伺服驱动器是否报警;\n2. 检查Z轴是否卡在中途（机械干涉）;\n3. 手动点动Z轴确认运动正常;\n4. 检查运动参数（速度/加速度）;\n5. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
73,PROC_WS2F_MOT_004,50072,流程异常/运动,工位2上下料-X轴运动超时,WS2 Load: X-axis motion timeout,2,1. 检查X轴伺服驱动器是否报警;\n2. 检查X轴是否卡在中途（机械干涉）;\n3. 手动点动X轴确认运动正常;\n4. 检查运动参数（速度/加速度）;\n5. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
74,PROC_WS2F_MOT_005,50073,流程异常/运动,工位2上下料-初始化上料状态失败（Z/X轴运动到待机位失败）,WS2 Load: Init load state failed,2,1. 检查Z轴和X轴是否处于报警状态;\n2. 手动点动确认各轴运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
75,PROC_WS2F_MOT_007,50074,流程异常/运动,工位2上下料-切换阵列配方尺寸失败,WS2 LD: switch array recipe fail,2,1. 确认当前配方尺寸与料盒规格一致;\n2. 检查配方中阵列点位参数是否完整;\n3. 重新下发配方后复位重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
76,PROC_WS2F_SEN_003,50075,流程异常/传感器,工位2上下料-料盒公用底座未检测到物体,WS2 Load: Cassette base empty,2,1. 确认料盒是否正确放入;\n2. 检查底座光电传感器是否正常;\n3. 清洁传感器感应面;\n4. 复位后重新检测;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
77,PROC_WS2F_SEN_006,50076,流程异常/传感器,工位2上下料-料盒尺寸传感器信号冲突（8寸/12寸同时触发或均未触发）,WS2 Load: Cassette sensor conflict,2,1. 检查料盒是否倾斜或放歪;\n2. 检查8寸和12寸传感器安装位置;\n3. 清洁传感器感应面;\n4. 复位后重新检测;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
78,PROC_WS2F_ALG_003,50077,流程异常/算法,工位2上下料-目标层数超出有效范围,WS2 Load: Target layer out of range,2,1. 检查配方中最大层数设置;\n2. 确认料盒规格;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
79,PROC_WS2F_ALG_004,50078,流程异常/算法,工位2上下料-未找到目标层的阵列点位（可能未执行生产状态切换）,WS2 LD: target layer missing,2,1. 确认已执行切换生产状态步骤;\n2. 检查配方参数是否完整;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
80,PROC_WS2F_MOT_006,50079,流程异常/运动,工位2上下料-Z轴切换层运动失败,WS2 LD: Z-axis layer switch fail,2,1. 检查Z轴伺服是否报警;\n2. 手动点动Z轴确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
81,PROC_WS2F_MOT_011,50080,流程异常/运动,工位2上下料-Z轴互锁失败：料盒未到位禁止升降,"WS2 LD: Z ILK, cassette not ready",2,1. 确认料盒已完全落座;\n2. 检查底座到位传感器;\n3. 复位后重新检查;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
82,PROC_WS2F_MOT_008,50081,流程异常/运动,工位2上下料-X轴互锁失败：存在铁环突片,"WS2 LD: X ILK, ring protrusion",2,1. 检查铁环突片检测传感器;\n2. 确认铁环安装方向;\n3. 复位后重新检查;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
83,PROC_WS2F_ACT_001,50082,流程异常/执行器,工位2上下料-拉料互锁失败：晶圆盒挡杆未打开,"WS2 LD: pull ILK, latch not open",2,1. 检查挡杆驱动气缸状态;\n2. 确认挡杆传感器信号;\n3. 复位后重新检查;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
84,PROC_WS2F_MOT_009,50083,流程异常/运动,工位2上下料-寻层扫描移动到起点失败,WS2 LD: slot scan start move fail,2,1. 检查Z轴伺服驱动器是否报警;\n2. 检查Z轴是否卡在中途;\n3. 手动点动Z轴确认运动正常;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
85,PROC_WS2F_SEN_007,50084,流程异常/传感器,工位2上下料-寻层扫描硬件锁存配置失败,WS2 Load: Scan latch config failed,2,1. 检查运动控制卡连接;\n2. 确认传感器接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
86,PROC_WS2F_MOT_010,50085,流程异常/运动,工位2上下料-寻层扫描移动到终点失败,WS2 LD: slot scan move to end fail,2,1. 检查Z轴伺服驱动器是否报警;\n2. 检查Z轴是否卡在中途;\n3. 手动点动Z轴确认运动正常;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
87,PROC_WS2F_ALG_005,50086,流程异常/算法,工位2上下料-寻层算法理论层坐标未初始化,WS2 LD: slot-find coords not init,2,1. 确认已执行切换生产状态;\n2. 检查配方参数是否完整;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
88,PROC_WS2F_ALG_006,50087,流程异常/算法,工位2上下料-寻层算法传感器原始数据不足,WS2 LD: low sensor raw data,2,1. 检查传感器信号线连接;\n2. 确认料盒位置正确;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
89,PROC_WS2F_ALG_007,50088,流程异常/算法,工位2上下料-寻层算法双传感器识别数量差异过大（疑似斜片或传感器失效）,WS2 LD: dual-sensor count mismatch,2,1. 检查左右传感器信号;\n2. 确认物料摆放无倾斜;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
90,PROC_WS2F_ALG_008,50089,流程异常/算法,工位2上下料-寻层算法检测到严重斜片(Cross-slot),WS2 Load: Cross-slot wafer detected,2,1. 人工检查料盒内物料状态;\n2. 小心处理斜片物料;\n3. 复位后重新执行寻层;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
91,PROC_WS2F_ALG_009,50090,流程异常/算法,工位2上下料-寻层算法检测到重叠片(Double-wafer),WS2 Load: Double-wafer detected,2,1. 人工检查料盒内物料状态;\n2. 小心分离重叠物料;\n3. 复位后重新执行寻层;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
92,PROC_WS2F_ALG_010,50091,流程异常/算法,工位2上下料-寻层算法晶圆严重偏离标准槽位（可能未插到底）,"WS2 LD: wafer off-slot, not seated",2,1. 检查物料是否正确插入槽位;\n2. 确认料盒无损坏;\n3. 复位后重新执行寻层;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
93,PROC_WS2F_ALG_011,50092,流程异常/算法,工位2上下料-指定层与实际寻层结果不匹配,WS2 Load: Target slot mismatch,2,1. 核查料盒内实际物料层位;\n2. 确认切换批次时选择的指定层是否正确;\n3. 修正指定层设置后重新切换批次;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
94,PROC_WS2F_RSM_001,50093,断点续跑,工位2上下料-重启后物料状态与记忆不一致,WS2 Load: Resume status mismatch,3,1. 人工核查料盒内物料数量是否与系统记忆一致;\n2. 若物料已被取走，请清空批次后重新下发;\n3. 若物料仍在，检查传感器或算法是否异常;\n4. 确认状态后手动复位重启;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
95,PROC_WS2F_INIT_001,50094,流程异常/初始化,工位2上下料-初始化异常,WS2 Load: Initialization failed,2,1. 查看日志中具体异常信息;\n2. 排查对应硬件或配置项;\n3. 排除故障后复位重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
96,PROC_WS2F_RSM_002,50095,断点续跑,工位2上下料-断点续跑异常,WS2 Load: Resume run failed,2,1. 查看日志中具体异常信息;\n2. 排查对应硬件或状态异常;\n3. 排除故障后复位重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/上晶圆-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
97,PROC_WS1P_DATA_001,50096,流程异常/数据,工位1拉料-配方参数为空,WS1 Pull: Recipe params empty,2,1. 确认配方已正确下发至工位1;\n2. 检查配方参数页面数据是否完整;\n3. 重新下发配方后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
98,PROC_WS1P_INIT_001,50097,流程异常/初始化,工位1拉料-初始化校验失败,WS1 Pull: Init check failed,2,1. 根据报警描述核对夹爪物料状态与配方尺寸是否一致;\n2. 确认轨道/夹爪上无残留或异常物料;\n3. 排除后复位重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
99,PROC_WS1P_MOT_001,50098,流程异常/运动,工位1拉料-调整流道尺寸失败,WS1 Pull: Adjust track size failed,2,1. 检查流道宽度调整电机是否报警;\n2. 确认气源压力是否在正常范围;\n3. 手动操作确认流道机构;\n4. 复位后将重试调整;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
100,PROC_WS1P_MOT_002,50099,流程异常/运动,工位1拉料-Y轴移动到取料位失败,WS1 Pull: Y-axis move to pick fail,2,1. 检查Y轴伺服是否报警或超时;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后将重试移动;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
101,PROC_WS1P_ACT_001,50100,流程异常/执行器,工位1拉料-关闭夹爪失败（未感应到闭合信号）,WS1 Pull: Close grip failed,2,1. 检查气源压力是否在正常范围;\n2. 检查夹爪闭合传感器信号;\n3. 手动操作夹爪确认动作;\n4. 复位后将重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
102,PROC_WS1P_MAT_001,50101,流程异常/物料,工位1拉料-检测到叠料异常,WS1 Pull: Stacked wafer detected,2,1. 人工检查料盒内物料状态;\n2. 小心分离叠料;\n3. 确认物料正常后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
103,PROC_WS1P_SEN_004,50102,流程异常/传感器,工位1拉料-8寸晶圆放反,"WS1 Pull: 8\"" Wafer Reversed",2,1. 取出料盒检查晶圆放置方向;\n2. 确认防反传感器信号正常;\n3. 正确放置后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
104,PROC_WS1P_SEN_005,50103,流程异常/传感器,工位1拉料-12寸晶圆放反,"WS1 Pull: 12\"" Wafer Reversed",2,1. 取出料盒检查晶圆放置方向;\n2. 确认防反传感器信号正常;\n3. 正确放置后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
105,PROC_WS1P_MOT_003,50104,流程异常/运动,工位1拉料-拉出至检测位失败（运动被中断）,WS1 Pull: Pull to Check Failed,2,1. 检查Y轴伺服驱动器是否报警;\n2. 检查是否触发卡料或掉料防呆;\n3. 手动确认Y轴运动是否顺畅;\n4. 复位后将重试拉出;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
106,PROC_WS1P_MOT_004,50105,流程异常/运动,工位1拉料-推回至料盒失败（运动被中断）,WS1 Pull: push back fail,2,1. 检查Y轴伺服驱动器是否报警;\n2. 检查是否触发防呆拦截;\n3. 确认Y轴无卡阻;\n4. 复位后将重试推回;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
107,PROC_WS1P_ACT_002,50106,流程异常/执行器,工位1拉料-打开夹爪失败,WS1 Pull: Open Gripper Failed,2,1. 检查气源压力;\n2. 检查夹爪张开传感器信号;\n3. 手动操作夹爪确认动作;\n4. 复位后将重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
108,PROC_WS1P_MOT_005,50107,流程异常/运动,工位1拉料-Y轴退回待机位失败,WS1 Pull: Y-Axis Return Home Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后将重试退回;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
109,PROC_WS1P_MAT_002,50108,流程异常/物料,工位1拉料-退回安全位后夹爪仍检测到带料,WS1 Pull: Material Still in Gripper,2,1. 人工排查夹爪是否粘连带料;\n2. 小心取下残留物料;\n3. 检查夹爪内传感器;\n4. 确认无料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
110,PROC_WS1P_MOT_006,50109,流程异常/运动,工位1拉料-初始化拉料流程失败（Y轴运动到待机位失败）,WS1 Pull: Init Sequence Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
111,PROC_WS1P_MAT_003,50110,流程异常/物料,工位1拉料-轨道有物料，无法执行尺寸切换,"WS1 Pull: track busy, no switch",2,1. 清除轨道上的残留物料;\n2. 确认轨道无料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
112,PROC_WS1P_ACT_003,50111,流程异常/执行器,工位1拉料-尺寸切换气缸IO操作失败,WS1 Pull: Size Cylinder IO Failed,2,1. 检查IO模块输出信号;\n2. 确认电磁阀接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
113,PROC_WS1P_ACT_004,50112,流程异常/执行器,工位1拉料-尺寸切换气缸动作超时,WS1 Pull: Size Cylinder Timeout,2,1. 检查气源压力是否正常;\n2. 确认磁性开关信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
114,PROC_WS1P_ACT_005,50113,流程异常/执行器,工位1拉料-夹爪张开气缸操作失败,WS1 Pull: Gripper Open Cyl Failed,2,1. 检查IO模块输出信号;\n2. 确认气缸接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
115,PROC_WS1P_ACT_006,50114,流程异常/执行器,工位1拉料-夹爪张开超时，未感应到张开信号,WS1 Pull: Gripper Open Timeout,2,1. 检查气源压力;\n2. 确认气缸张开传感器信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
116,PROC_WS1P_ACT_007,50115,流程异常/执行器,工位1拉料-夹爪闭合气缸操作失败,WS1 Pull: Gripper Close Cyl Failed,2,1. 检查IO模块输出信号;\n2. 确认气缸接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
117,PROC_WS1P_ACT_008,50116,流程异常/执行器,工位1拉料-夹爪闭合超时，未感应到闭合信号,WS1 Pull: Gripper Close Timeout,2,1. 检查气源压力;\n2. 确认气缸闭合传感器信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
118,PROC_WS1P_SEN_001,50117,流程异常/传感器,工位1拉料-夹爪闭合后未检测到铁环（空夹）,WS1 Pull: No Ring Detected (Empty),2,1. 确认上料工站已将物料正确推送至拉料位;\n2. 确认晶圆铁环是否在正确位置;\n3. 检查铁环检测传感器;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
119,PROC_WS1P_MOT_007,50118,流程异常/运动,工位1拉料-移动到待机位失败,WS1 Pull: Move to Home Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
120,PROC_WS1P_SEN_002,50119,流程异常/传感器,工位1拉料-待机位检测到残留物料,WS1 Pull: Residual Material at Home,2,1. 人工确认夹爪内是否有残留物料;\n2. 清除残留物料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
121,PROC_WS1P_MOT_008,50120,流程异常/运动,工位1拉料-移动到待机位失败（强制复位）,WS1 Pull: move to home fail (force),2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
122,PROC_WS1P_MOT_009,50121,流程异常/运动,工位1拉料-移动到取出安全位置失败,WS1 Pull: Move to Safe Pos Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
123,PROC_WS1P_SEN_003,50122,流程异常/传感器,工位1拉料-卸料后夹爪物料粘连未脱落,"WS1 Pull: mat stuck, unload fail",2,1. 人工排查夹爪是否粘连带料;\n2. 小心取下残留物料;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
124,PROC_WS1P_MOT_010,50123,流程异常/运动,工位1拉料-移动到取料位置失败,WS1 Pull: Move to Pick Pos Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
125,PROC_WS1P_MOT_011,50124,流程异常/运动,工位1拉料-拉出运动触发失败,WS1 Pull: pull motion trigger fail,2,1. 检查Y轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
126,PROC_WS1P_MOT_012,50125,流程异常/运动,工位1拉料-拉出过程卡料报警，已紧急停止,"WS1 Pull: Pull Jam, E-Stop Active",3,1. 人工检查是否有物料卡阻;\n2. 确认轨道无异物;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
127,PROC_WS1P_MOT_013,50126,流程异常/运动,工位1拉料-拉出过程丢料报警，已紧急停止,"WS1 Pull: Pull Drop, E-Stop Active",3,1. 人工检查物料是否脱落;\n2. 小心回收脱落的物料;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
128,PROC_WS1P_MOT_014,50127,流程异常/运动,工位1拉料-Y轴拉出运动超时,WS1 Pull: Y-Axis Pull Timeout,2,1. 检查Y轴是否卡在中途;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
129,PROC_WS1P_MOT_015,50128,流程异常/运动,工位1拉料-送入运动触发失败,WS1 Pull: feed motion trigger fail,2,1. 检查Y轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
130,PROC_WS1P_MOT_016,50129,流程异常/运动,工位1拉料-送入过程卡料报警，已紧急刹停,"WS1 Pull: Feed Jam, E-Stop Active",3,1. 人工检查是否有物料卡阻;\n2. 确认轨道无异物;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
131,PROC_WS1P_MOT_017,50130,流程异常/运动,工位1拉料-送入过程丢料报警，已紧急刹停,"WS1 Pull: Feed Drop, E-Stop Active",3,1. 人工检查物料是否脱落;\n2. 小心回收脱落的物料;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
132,PROC_WS1P_MOT_018,50131,流程异常/运动,工位1拉料-送入运动超时,WS1 Pull: Feed Motion Timeout,2,1. 检查Y轴是否卡在中途;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
133,PROC_WS1P_CAM_001,50132,流程异常/相机,工位1拉料-扫码失败或校验不合法,WS1 Pull: Scan/Verify Failed,2,1. 检查扫码枪连接;\n2. 确认光源亮度;\n3. 清洁扫码枪镜头;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
134,PROC_WS2P_DATA_001,50133,流程异常/数据,工位2拉料-配方参数为空,WS2 Pull: Recipe Params Empty,2,1. 确认配方已正确下发至工位2;\n2. 检查配方参数页面数据是否完整;\n3. 重新下发配方后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
135,PROC_WS2P_INIT_001,50134,流程异常/初始化,工位2拉料-初始化校验失败,WS2 Pull: Init Check Failed,2,1. 根据报警描述核对夹爪物料状态与配方尺寸是否一致;\n2. 确认轨道/夹爪上无残留或异常物料;\n3. 排除后复位重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
136,PROC_WS2P_MOT_001,50135,流程异常/运动,工位2拉料-调整流道尺寸失败,WS2 Pull: Adjust Track Size Failed,2,1. 检查流道宽度调整电机是否报警;\n2. 确认气源压力是否在正常范围;\n3. 手动操作确认流道机构;\n4. 复位后将重试调整;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
137,PROC_WS2P_MOT_002,50136,流程异常/运动,工位2拉料-Y轴移动到取料位失败,WS2 Pull: Y-axis move to pick fail,2,1. 检查Y轴伺服是否报警或超时;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后将重试移动;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
138,PROC_WS2P_ACT_001,50137,流程异常/执行器,工位2拉料-关闭夹爪失败（未感应到闭合信号）,WS2 Pull: Close Gripper Failed,2,1. 检查气源压力是否在正常范围;\n2. 检查夹爪闭合传感器信号;\n3. 手动操作夹爪确认动作;\n4. 复位后将重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
139,PROC_WS2P_MAT_001,50138,流程异常/物料,工位2拉料-检测到叠料异常,WS2 Pull: Double Material Detected,2,1. 人工检查料盒内物料状态;\n2. 小心分离叠料;\n3. 确认物料正常后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
